seller_id,seller_state,total_delivered_orders,on_time_orders,on_time_delivery_rate_pct
33fd411ed63a7c2f9005e3f065d9f85d,RS,1,1,100.0
32f83ffe11cd40f7adcf4eef171f52d9,RS,1,1,100.0
32e5635e63cb374eb63afdd242fb6134,RJ,1,1,100.0
3296662b1331dea51e744505065ae889,SP,1,1,100.0
3289d8c3eef4873f91ce0b1343c0dd58,SP,1,1,100.0
31e60bf8d103ce47932a85f5562deb16,GO,1,1,100.0
2f3d8b4c9e2ee165075331fea3f3095a,SC,1,1,100.0
2f1e7b90e01d9f086cbcb301c0c3d406,SC,1,1,100.0
2ef086a599b597572aca4433b7ed6b3d,SC,1,1,100.0
2e2f44824ab87a0cb961f68bf4073e7f,PR,1,1,100.0
2d8cfba3fcd3170555941605edaa196a,SP,1,1,100.0
2d34636518ba88f5349b732fcf8ba2e4,SP,1,1,100.0
2d20f1cd18725c91147da0791d498022,PR,1,1,100.0
2cb98e27ce1c18abdb42209b34c382a7,SP,1,1,100.0
2c9005d8043aff18b8557ffb7b13cda4,ES,1,1,100.0
2c538755f1ca9540af144f266e70df6c,MG,1,1,100.0
2c2c9832d1bb38c5b0034a3b47d313ee,RS,1,1,100.0
2c00c85d30361cd2ced2969cffbbffa3,MG,1,1,100.0
2bdb95a56a36ebbc6640337ac5eac174,SP,1,1,100.0
2b402d5dc42554061f8ea98d1916f148,BA,1,1,100.0
299c89a525fee36c567f4fe72f038100,CE,1,1,100.0
28d162ab86bb49d719c32f0ee6186eaa,SP,1,1,100.0
28a26ebce31d5918b181ede016fd693b,MG,1,1,100.0
28872dc528e978a639754bc8c2ce5a4c,RS,1,1,100.0
270572bb714b00531be85e16e1550f26,SP,1,1,100.0
26e2e5033827d2ba53929f43e03d8ffe,SP,1,1,100.0
265fdc289dffa9f1ad801c74f7d0de47,SP,1,1,100.0
258447aad3f7b01e2643c89f64dc5647,PR,1,1,100.0
24c1de8d9551c0b4fbc53317d53efda8,PB,1,1,100.0
247587846358bb1d2e4c6522020b36fe,SP,1,1,100.0
22a23e5ac7061fc538cc2a019afaaf16,MG,1,1,100.0
2235cf78d3e2073a88146a9cb60f0dd0,SP,1,1,100.0
204b4e07bddef3c9b317f70189135b22,MG,1,1,100.0
2039c5e51785b5dde7cf93ccb3b7be2c,SP,1,1,100.0
1fa2d3def6adfa70e58c276bb64fe5bb,SP,1,1,100.0
1f7dfad2cb384ea4d2d7e1ffbd78c407,SP,1,1,100.0
1e47d8b6546eb3a77b1acddcc9406242,SP,1,1,100.0
1d953075c2f0dd990bacf27b83b330f1,MG,1,1,100.0
1c83418358f249c9d6affa52d579db0e,SP,1,1,100.0
1c742ac33582852aaf3bcfbf5893abcf,MG,1,1,100.0
1b61fb1f0f2185d89e9a126c498e9cc7,PR,1,1,100.0
1a8e2d9c38b84a9702ac7922924b0573,SC,1,1,100.0
19d62d484cba71963c93f0f00ab42013,SC,1,1,100.0
19a7c9f66ffa6452ff4b4c0cca71da27,PR,1,1,100.0
1927cdb9fa74f5270097f6250e8e8f34,SP,1,1,100.0
1746c1ae87ac63d530c7c943d0ac42e2,SP,1,1,100.0
1703bc09972dab9782e7a9194943b69f,MG,1,1,100.0
16bdc8cefd0e32a6f0824d296c5ad14a,SP,1,1,100.0
164a5a8794e6d42e14f55e447b12a3bc,PR,1,1,100.0
15b3b1b81484422eb41df68ac87f1f50,SP,1,1,100.0
1444c08e64d55fb3c25f0f09c07ffcf2,BA,1,1,100.0
13e85aac53340018b40c2af68001b7e0,SP,1,1,100.0
139157dd4daa45c25b0807ffff348363,SP,1,1,100.0
134b867a0f7f8bbe6abf10f91874891e,SP,1,1,100.0
0f94588695d71662beec8d883ffacf09,SC,1,1,100.0
0f80a40c312b2472dca482cf50f5186f,SP,1,1,100.0
0f519b0d2e5eb2227c93dd25038bfc01,SP,1,1,100.0
0ee4fb99ac55ffbbc98795aa01b7f8fa,SP,1,1,100.0
0bb27263628258b8111a0262769fa9db,SP,1,1,100.0
0b46f784306be7200ca1700aa55d819f,MG,1,1,100.0
0b1ca3ef18a63d7eb0c8897fa0849c08,SP,1,1,100.0
0b09101900100c0e9d312861fad5a1b9,SP,1,1,100.0
0af2ab31141893d26aca5a404a537dab,SP,1,1,100.0
0a198e95d32b1be2da9424c962a6ebfa,MG,1,1,100.0
08d1c9478fb0d7d7fcac9c0da4e82fc7,MG,1,1,100.0
07a9bc7f61396b658ddf3ac534efe44c,SP,1,1,100.0
05a48cc8859962767935ab9087417fbb,SP,1,1,100.0
052577151711aec5c744fe12e66db3e1,SC,1,1,100.0
04ee0ec01589969663ba5967c0e0bdc0,RS,1,1,100.0
00d8b143d12632bad99c0ad66ad52825,MG,1,1,100.0
00ab3eff1b5192e5f1a63bcecfee11c8,SP,1,1,100.0
003554e2dce176b5555353e4f3555ac8,GO,1,1,100.0
0bae85eb84b9fb3bd773911e89288d54,SP,145,144,99.31
822166ed1e47908f7cfb49946d03c726,RJ,108,107,99.07
530ec6109d11eaaf87999465c6afee01,PR,101,100,99.01
d12c926d74ceff0a90a21184466ce161,SP,97,96,98.97
725c32fa80c2faacc4fc88450d27314e,SP,93,92,98.92
0df3984f9dfb3d49ac6366acbd3bbb85,MG,88,87,98.86
744dac408745240a2c2528fb1b6028f3,PR,83,82,98.8
9d5a9018aee56acb367ba9c3f05d1d6a,GO,78,77,98.72
d921b68bf747894be13a97ae52b0f386,MG,77,76,98.7
582d4f8675b945722eda7c0cb61ba4c7,SP,71,70,98.59
751bdc4d83a466c7206cd42e8f426b03,SP,68,67,98.53
cb8bcce248bb1fb274ba762d8b971456,MG,67,66,98.51
12b9676b00f60f3b700e83af21824c0e,RS,133,131,98.5
0ea22c1cfbdc755f86b9b54b39c16043,MG,265,261,98.49
8ae520247981aa06bc94abddf5f46d34,SC,65,64,98.46
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,126,124,98.41
33a6f4b1e7cdc205511e76ba1b6e0186,SP,126,124,98.41
289cdb325fb7e7f891c38608bf9e0962,SP,125,123,98.4
1b8356dabde1d35e17cef975c3f82730,SP,60,59,98.33
8c16d1f32a54d92897cc437244442e1b,SC,118,116,98.31
2a5b78b41cd05baeac8df54c6606b92c,MG,56,55,98.21
612170e34b97004b3ba37eae81836b4c,RS,110,108,98.18
0ef83d7d83ed97cd2a0049ac8be5f88a,PR,55,54,98.18
259f7b5e6e482c230e5bfaa670b6bb8f,SP,162,159,98.15
f680f85bee2d253556ac91be391d2c82,SP,54,53,98.15
b1a81260566c1bac3114a6d124413f27,RS,54,53,98.15
a5cba26a62b8b4d0145b68b841e62e7f,PR,54,53,98.15
83e197e95a1bbabc8c75e883ed016c47,RJ,54,53,98.15
6cd68b3ed6d59aaa9fece558ad360c0a,MG,157,154,98.09
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,151,148,98.01
efcd8d2104f1a05d028af7bad20d974b,SP,50,49,98.0
229c3efbfb0ea2058de4ccdfbc3d784a,MG,145,142,97.93
c68fb906c8f4b4b946d8386bfa6e5467,SP,48,47,97.92
4c03b9dd4c11ee2cb35c96c49efc9420,SP,48,47,97.92
8bb48dc19fccaa8613b6229bf7f452a2,SP,95,93,97.89
b8bc237ba3788b23da09c0f1f3a3288c,SC,47,46,97.87
3d8fa2f5b647373c8620330c4e077a9f,SP,47,46,97.87
33a17d60c64393351ebf1ef860f4e0f2,RS,47,46,97.87
06e5eefc71ec47ae763c5c6f8db7064f,RS,93,91,97.85
bccf933e006e9b94a6184af782963e77,SP,46,45,97.83
d98eec89afa3380e14463da2aabaea72,RS,183,179,97.81
ca3bd7cd9f149df75950150d010fe4a2,SP,135,132,97.78
48162d548f5b1b11b9d29d1e01f75a61,SP,89,87,97.75
d66c305afaec317ebee552073a674429,MG,44,43,97.73
817245bcc3badd82bbd222e0366951a6,SP,44,43,97.73
c3cfdc648177fdbbbb35635a37472c53,PR,307,300,97.72
609e1a9a6c2539919b8205cf7c4e6ff0,SC,130,127,97.69
e26901d5ab434ce92fd9b5c256820a4e,SP,215,210,97.67
bf3c6d2a28b2b5501e6c15448982dcc9,SP,43,42,97.67
9add47bf45ce8e8c7db6b9cf670b1e09,PR,43,42,97.67
7f7b8245c336066a1f9933c359f11d77,SP,43,42,97.67
6481e96574816ead57975da2c0f6d80d,SP,43,42,97.67
5a93f3ab0ef4c84ed5e1b5dbf23978bc,SP,43,42,97.67
58f1a6197ed863543e0136bdedb3fce2,MG,43,42,97.67
3f995f07c49d0d55a99d5c54957f7d81,SP,43,42,97.67
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,128,125,97.66
b410bdd36d5db7a65dcd42b7ead933b8,GO,42,41,97.62
4200ddf1967c5e41e48db62bc6d4b5ac,SP,42,41,97.62
dbc22125167c298ef99da25668e1011f,MG,417,407,97.6
080199a181c46c657dc5aa235411be3b,SP,83,81,97.59
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,164,160,97.56
66dc1b1632bd6a3e508510c5b3492107,SP,41,40,97.56
cab85505710c7cb9b720bceb52b01cee,SP,204,199,97.55
709e16e2b25c7474d980076c6bfc4806,SP,80,78,97.5
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,40,39,97.5
37be5a7c751166fbc5f8ccba4119e043,SP,278,271,97.48
ed4acab38528488b65a9a9c603ff024a,SP,39,38,97.44
d23019c84ffae2d5ef2270367b8605fc,PR,39,38,97.44
96804ea39d96eb908e7c3afdb671bb9e,MG,39,38,97.44
42bde9fef835393bb8a8849cb6b7f245,DF,39,38,97.44
01fd077212124329bac32490e8ef80d9,SP,39,38,97.44
cc5a78bbad32776dc4e3af205218368c,MG,38,37,97.37
bacb1f0ed56ad24198f5810d2b3fe9a5,SP,38,37,97.37
594f9aaa48e5bf431f011ddc5669b0d5,MG,38,37,97.37
5160d23075764e18e07c1f4a87fad743,SP,38,37,97.37
4b5f66b7adcf57f1ecc0d3c07dd6b177,PR,38,37,97.37
31561f325664a8a7aba4c8d0c3a9b3db,SP,38,37,97.37
aaed1309374718fdd995ee4c58c9dfcd,SC,111,108,97.3
a3dd39f583bc80bd8c5901c95878921e,BA,37,36,97.3
520b493b57809f446cb0a233bb3e25c7,SP,73,71,97.26
7722b1df1b0e383e000397b2c11e3e19,SP,144,140,97.22
c8b3445d737de6befde0c88ede534a5e,SP,36,35,97.22
b839e41795b7f3ad94cc2014a52f6796,SP,36,35,97.22
3c4e0452bff7a2a788179488d3d77032,PR,36,35,97.22
1771297ac436903d1dd6b0e9279aa505,SP,36,35,97.22
fcb5ace8bcc92f75707dc0f01a27d269,SP,70,68,97.14
b92e3c8f9738272ff7c59e111e108d7c,MG,70,68,97.14
91f848e9f4be368f4318775aac733370,SP,70,68,97.14
fde0cc9ea29c8ccfc0a2c22256a58c71,PR,35,34,97.14
8bd0f31cf0a614c658f6763bd02dea69,SP,35,34,97.14
86ccac0b835037332a596a33b6949ee1,SC,208,202,97.12
76d64c4aca3a7baf218bf93ef7fa768d,PR,69,67,97.1
ea67327e24487bdfac5fbfa37ea124df,SP,34,33,97.06
18e694e0e48ed6f7aa3f24aade5fd697,SP,34,33,97.06
ac3508719a1d8f5b7614b798f70af136,RS,101,98,97.03
b76dba6c951ab00dc4edf0a1aa88037e,SP,167,162,97.01
966cb4760537b1404caedd472cc610a5,SP,67,65,97.01
5c243662ce92d84573bfaff24c3e3700,SP,100,97,97.0
6061155addc1e54b4cfb51c1c2a32ad8,SP,33,32,96.97
3c487ae8f8d7542beff5788e2e0aea83,DF,33,32,96.97
2b1a40c1daabc6ca280c4b815c101841,MG,33,32,96.97
ff063b022a9a0aab91bad2c9088760b7,SP,96,93,96.88
fad44952713764836814be105382aee5,RJ,32,31,96.88
5d3bb11474a06bdc23fb9e89f1164ee0,SP,32,31,96.88
4ebdc7e6cd6102a022dadc49156d4ea8,SP,32,31,96.88
33576ec5412fb5905d876f12f33bfde6,PR,32,31,96.88
2a84855fd20af891be03bc5924d2b453,MG,159,154,96.86
95e03ca3d4146e4011985981aeb959b9,RJ,190,184,96.84
9674754b5a0cb32b638cec001178f799,SP,95,92,96.84
e7d5b006eb624f13074497221eb37807,SP,63,61,96.83
d57e18d5f73c7ccb7f7339b61166898d,SP,63,61,96.83
5cf13accae3222c70a9cac40818ae839,MG,155,150,96.77
f00e21b1e91a79653163b7fd8f293ff1,SP,31,30,96.77
95ec4458365c4d11f452ccf538377619,SP,31,30,96.77
72c5da29406b4234927b81855e7b64f6,SP,31,30,96.77
4917cee8d902e13428c3ec4b1ca6f315,SC,31,30,96.77
30829ded4523ab9224b93bc49a62c95f,RS,31,30,96.77
1b938a7ec6ac5061a66a3766e0e75f90,SP,31,30,96.77
cc3d14116804f7209f3884f6367f1152,PR,30,29,96.67
974cf2cb8f4b7add98709c30df02fe10,SP,30,29,96.67
5b67882648febfb6e1225e6ad7164f6b,PR,30,29,96.67
4bf2f4ee540798a61f9636d12cd9cc80,SP,30,29,96.67
2199e7fe213c16213bf5d6a7eadc9a5d,SP,30,29,96.67
1464afc72f696af775557a821c2e253f,RJ,30,29,96.67
02f5837340d7eb4f653d676c7256523a,PR,30,29,96.67
0b90b6df587eb83608a64ea8b390cf07,PR,209,202,96.65
6b243f80ed07b10f0e8aa0f21a205f3c,PR,89,86,96.63
c6bda72e4dbf5c5866b13cb1810c6d03,SP,59,57,96.61
062ce95fa2ad4dfaedfc79260130565f,RS,59,57,96.61
562fc2f2c2863ab7e79a9e4388a58a14,SP,265,256,96.6
30a2f535bb48308f991d0b9ad4a8c4bb,SP,87,84,96.55
0432ead42b6c8a0bdf68154add917fdf,SP,87,84,96.55
c864036feaab8c1659f65ea4faebe1da,PR,58,56,96.55
376a891762bbdecbc02b4b6adec3fdda,GO,58,56,96.55
138dbe45fc62f1e244378131a6801526,SP,58,56,96.55
e883aa812c37a7413226856f4579fe91,SP,29,28,96.55
d379f449f2a3b271bc01c0782020f705,MG,29,28,96.55
8fdca8e349553f99bc738833a62c8802,SP,29,28,96.55
5f5b43b2bffa8656e4bc6efeb13cc649,SP,29,28,96.55
0bb738e4d789e63e2267697c42d35a2d,SP,29,28,96.55
0885aaf116795758dfeb5f1032487bcd,SP,29,28,96.55
dfa0c4c6229ab200a4a1336b4d7128ff,SC,86,83,96.51
1c68394e931a64f90ea236c5ea590300,PR,171,165,96.49
85d9eb9ddc5d00ca9336a2219c97bb13,MG,512,494,96.48
ebd2d60905fb58271facef5596b620d3,SP,85,82,96.47
750303a20e9c56b2a6bc45cdce0b897d,GO,56,54,96.43
d624126b9206f595fb3fbb6ba03b28a8,PR,28,27,96.43
52d76513f0c4d97f3b99570e2c94ee31,RS,28,27,96.43
38e679b9e0064cd94c6f035707344dae,PR,28,27,96.43
eeb6de78f79159600292e314a77cbd18,SC,83,80,96.39
2dee2ce60de9709b1a24083217181a1f,MT,55,53,96.36
0db783cfcd3b73998abc6e10e59a102f,SP,137,132,96.35
d94a40fd42351c259927028d163af842,MG,109,105,96.33
6c177e38df6d3f34182b1f1d427231bf,PR,54,52,96.3
20d83f3ef0e6925fd74bfd59170babf7,SP,54,52,96.3
093805f8f2aeb63881444571e1f48f30,SP,27,26,96.3
0691148aee60ca47977c187804f935ae,PR,53,51,96.23
669ae81880e08f269a64487cfb287169,SC,185,178,96.22
cd06602b43d8800bd0afad514919d35c,SP,52,50,96.15
cea729054f157f5870bdd321a958d994,SP,26,25,96.15
a3f0b55de503387383c7b1de3ad7f678,PR,26,25,96.15
730937bf88cb151eb2eb849f642fc213,SP,26,25,96.15
10076e5788b8ee532724bcd460baf762,SP,26,25,96.15
f7720c4fa8e3aba4546301ab80ea1f1b,PR,77,74,96.1
9e6229250fedbe05838fef417b74e7fb,SP,77,74,96.1
080102cd0a76b09e0dcf55fcacc60e05,MG,128,123,96.09
e0a366315b1b726b6c7832d664c0f530,SP,51,49,96.08
abcd2cb37d46c2c8fb1bf071c859fc5b,MT,51,49,96.08
7008613ea464bad5cb9b83456e1e6a8f,SC,152,146,96.05
94144541854e298c2d976cb893b81343,RS,76,73,96.05
febab0275244b9a49a623f0bd613ca2f,SP,126,121,96.03
de722cd6dad950a92b7d4f82673f8833,PE,377,362,96.02
53243585a1d6dc2643021fd1853d8905,BA,400,384,96.0
7dc8c42cc750eeafea6c85712ffee9bf,SP,50,48,96.0
25cf099de44674fde97473224f9d59ab,SP,50,48,96.0
df56d7b40d437f88407c5f78b63bc328,PR,25,24,96.0
a938325a4b357fd23a6a4d5bb126408e,RJ,25,24,96.0
1fe5540d7c1c37a595fefbacd5570d9e,RJ,25,24,96.0
9d4db00d65d7760644ac0c14edb5fd86,SP,99,95,95.96
80e6699fe29150b372a0c8a1ebf7dcc8,PR,98,94,95.92
f789d2c4f2c2eb38fc4373e7a4b35264,MG,49,47,95.92
d566c37fa119d5e66c4e9052e83ee4ea,SP,73,70,95.89
0c7533c71df861ec58ad7ff999ed0e8d,SP,73,70,95.89
db4350fd57ae30082dec7acbaacc17f9,SP,145,139,95.86
7b07b3c7487f0ea825fc6df75abd658b,SP,96,92,95.83
066a6914e1ebf3ea95a216c73a986b91,PR,72,69,95.83
b39d7fe263ef469605dbb32608aee0af,SP,48,46,95.83
113e3a788b935f48aad63e1c41dac1bd,SP,48,46,95.83
0d33a55da925bbf1ff02af5f6059fc7f,SP,24,23,95.83
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,118,113,95.76
6b90f847357d8981edd79a1eb1bf0acb,SP,47,45,95.74
1e8b33f18b4f7598d87f5cbee2282cc2,SP,139,133,95.68
4e06067cc08b3f41d837768d392c3ee3,MG,46,44,95.65
381c83fdca332ea6afd896da20bf6e4a,PR,46,44,95.65
f0837c8d71434931d9e38e7b79234797,RS,23,22,95.65
e84ad2127668df3aafc6b73531a0beb8,SP,23,22,95.65
9596c870880d900012f2e8e6e30d06d7,MG,23,22,95.65
82bd0703a4aefd6b599e5bfdaed378fb,SP,23,22,95.65
7c5b05cbdb5542049f38d90d7815b97d,SP,23,22,95.65
6426d21aca402a131fc0a5d0960a3c90,SP,23,22,95.65
4a1f694197d05fe70026b016a7316b41,SP,23,22,95.65
343e716476e3748b069f980efbaa294e,SP,23,22,95.65
710e3548e02bc1d2831dfc4f1b5b14d4,PR,137,131,95.62
00fc707aaaad2d31347cf883cd2dfe10,PR,135,129,95.56
b32be1695eb7ec5f10f72d9610a12527,RS,45,43,95.56
afe0067131b73e40875c9b6c10bd2e21,MG,45,43,95.56
36a968b544695394e4e9d7572688598f,SP,156,149,95.51
4e7c18b98d84e05cbae3ff0ff03846c2,SP,88,84,95.45
c66dccfb3f109511246da627dd5a2498,SP,44,42,95.45
e24d3429d294b2eb200b064ebb035879,SP,22,21,95.45
d9442042130b7fe579d1295f9f4a248f,SP,22,21,95.45
ce616e1913288884e7742faac9d981db,SP,22,21,95.45
c35672b10ad50968f567ea3f4b91e877,RJ,22,21,95.45
6aa3928696eab49a19a466e665a649fd,RJ,22,21,95.45
5670f4db5b62c43d542e1b2d56b0cf7c,SP,22,21,95.45
412a4720f3e9431b4afa1476a1acddbe,SP,22,21,95.45
aafe36600ce604f205b86b5084d3d767,SC,131,125,95.42
282f23a9769b2690c5dda22e316f9941,MG,109,104,95.41
bd23da7354813347129d751591d1a6e2,SP,87,83,95.4
a3a38f4affed601eb87a97788c949667,SC,260,248,95.38
813348c996469b40f2e028d5429d3495,SP,195,186,95.38
95f83f51203c626648c875dd41874c7f,MG,65,62,95.38
1838dd9b8977065acf51d95e0053ea7a,MG,65,62,95.38
01cf7e3d21494c41fb86034f2e714fa1,PR,65,62,95.38
4d6d651bd7684af3fffabd5f08d12e5a,SP,389,371,95.37
44073f8b7e41514de3b7815dd0237f4f,DF,151,144,95.36
7178f9f4dd81dcef02f62acdf8151e01,SC,215,205,95.35
670c26e0f1bf8d0576271d5cfaec6d2b,PR,86,82,95.35
3586b8580d9c917874e053a1bb37b5ff,SP,43,41,95.35
9f505651f4a6abe901a56cdc21508025,SP,426,406,95.31
c33847515fa6305ce6feb1e818569f13,SC,128,122,95.31
cce6ab8d1682639fe45ab70234f1665f,SP,64,61,95.31
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,85,81,95.29
98dac6635aee4995d501a3972e047414,SP,190,181,95.26
7299e27ed73d2ad986de7f7c77d919fa,MG,358,341,95.25
e63e8bfa530fb16910dd6956e592bb81,SP,42,40,95.24
b56906f7fd1696e043f1bcce164c487b,SP,42,40,95.24
a2e874074c877c5a05abae80ad6e488f,SP,42,40,95.24
83deb69e889cf80f82be1dc6d5f2d486,SC,42,40,95.24
31344c16881c08a8a72c6d2eb29918c1,MG,42,40,95.24
f97e2b0650c2068227e1d366140eb62f,SP,21,20,95.24
eb5b6204dde3a6e03b5f1bb8479f055b,SP,21,20,95.24
d25aa0aaacb370e912f8cf6efeba38b3,SC,21,20,95.24
d03698c2efd04a549382afa6623e27fb,BA,21,20,95.24
af3ef48d0e13835e529c29ac573c63e5,SP,21,20,95.24
8f78f0903005064036736c7173a5c2ed,MG,21,20,95.24
66fd84ee7528c0c0de85d0f44a73d5ab,RS,21,20,95.24
3a734b715d333a2588a3d54a0c9b8746,SP,21,20,95.24
516e7738bd8f735ac19a010ee5450d8d,RJ,82,78,95.12
75fbb52eda0cbc24f479d3b2fbfa8d3e,GO,41,39,95.12
1d4587203296c8f4ad134dc286fa6db0,SP,41,39,95.12
fdb9095204a334cd8872252ffec6f2db,SP,61,58,95.08
870d0118f7a9d85960f29ad89d5d989a,MG,61,58,95.08
3078096983cf766a32a06257648502d1,SP,61,58,95.08
1da3aeb70d7989d1e6d9b0e887f97c23,SP,324,308,95.06
8cbac7e12637ed9cffa18c7875207478,SC,81,77,95.06
05ff92fedb5be47920fea08e501238b9,RS,60,57,95.0
d1b65fc7debc3361ea86b5f14c68d2e2,SP,40,38,95.0
dfc475d54e1b6dbeeb7d7d9bdaa63827,PR,20,19,95.0
b4f8921fcc4ff77b66bea6dda43dcd51,RS,20,19,95.0
9bcdfa7b615b3abb9461d9e3ad9886ae,SC,20,19,95.0
808d4348b916efa08e766ebad39f61eb,SP,20,19,95.0
6288c69c4ce638e59925e59193f98b16,SP,20,19,95.0
542917da124346b47ea1ac79a93ce454,PR,20,19,95.0
430315b7bb4b6e4b3c978f9dfa9b0558,SP,20,19,95.0
33c51922b6e3c16b24a8f28e5833c99d,PR,20,19,95.0
1354d51653f645349064725ed204e85e,SP,20,19,95.0
1c129092bf23f28a5930387c980c0dfc,SP,219,208,94.98
0c8380b62e38e8a1e6adbeba7eb9688c,MG,218,207,94.95
b6d44737c043328708f6749c2dbe50bd,SP,79,75,94.94
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,58,55,94.83
d9a84e1403de8da0c3aa531d6d108ba6,SP,58,55,94.83
1f9ab4708f3056ede07124aad39a2554,SP,77,73,94.81
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,134,127,94.78
bfd27a966d91cfaafdb25d076585f0da,SP,115,109,94.78
25e6ffe976bd75618accfe16cefcbd0d,SP,115,109,94.78
1a3df491d1c4f1589fc2b934ada68bf2,SC,171,162,94.74
ba90964cff9b9e0e6f32b23b82465f7b,SP,38,36,94.74
65febd49fd28ec955651299159b1f527,SP,38,36,94.74
63b464dbf392c7b80d12d932fa7cafed,SP,38,36,94.74
45ba18c210d42734ec52c0c1c574e9ee,SP,38,36,94.74
f5b44895715ddfe3087dc414f30268f3,SP,19,18,94.74
e5475dcab1e07b63d7f6e902d8f5eda8,SP,19,18,94.74
d354c38a7182125a748cb10474fe963b,RJ,19,18,94.74
8602a61d680a10a82cceeeda0d99ea3d,SP,19,18,94.74
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,512,485,94.73
d2374cbcbb3ca4ab1086534108cc3ab7,SP,620,587,94.68
dee656f0f566ed1aa85bd137c943f08f,SP,94,89,94.68
09f952a5f58d2285b0372551ae8f9b01,SP,56,53,94.64
cca3071e3e9bb7d12640c9fbe2301306,SP,817,773,94.61
701938c450705b8ae65fc923b70f35c7,SP,111,105,94.59
e333046ce6517bd8bb510291d44f0130,SP,74,70,94.59
2528513dd95219a6013d4d05176e391a,SP,166,157,94.58
9b013e03b2ab786505a1d3b5c0756754,SP,220,208,94.55
dd2bdf855a9172734fbc3744021ae9b9,MG,110,104,94.55
18a349e75d307f4b4cc646a691ed4216,SP,128,121,94.53
5f2684dab12e59f83bef73ae57724e45,SP,73,69,94.52
116ccb1a1604bc88e4d234a8c23f33de,SP,73,69,94.52
2138ccb85b11a4ec1e37afbd1c8eda1f,SP,419,396,94.51
001cca7ae9ae17fb1caed9dfb1094831,ES,234,221,94.44
6edacfd9f9074789dad6d62ba7950b9c,SP,216,204,94.44
81a1104df0f08b59c68aa5b03cfe398e,PR,72,68,94.44
fbc14c0cf93505ef89f64665ffa4a7b5,SP,18,17,94.44
f4c4daa86e30c7e5a553a8d518ac03a5,PR,18,17,94.44
f4a04f7be452aa3bb31760bf00055dd0,SP,18,17,94.44
f1ed6bd0a9b11b581f16c851c6a5a527,RS,18,17,94.44
da7039f29f90ce5b4846ffc0fcc93beb,SP,18,17,94.44
7a425d299613df3e613bcf9d2eaf5c49,RJ,18,17,94.44
4324dd16853115efb0fd9d0d131ba6f4,SP,18,17,94.44
1fdc574883ef3b33ad41562d93f3a74a,SP,18,17,94.44
15cd6eefe58588619aaed41dfa6621b1,MG,18,17,94.44
a1043bafd471dff536d0c462352beb48,MG,752,710,94.41
7e93a43ef30c4f03f38b393420bc753a,SP,322,304,94.41
87142160b41353c4e5fca2360caf6f92,RS,339,320,94.4
7d456afc660226829370f3173d14520c,SP,89,84,94.38
7202e2ba20579a9bd1acb29e61fe71f6,SP,53,50,94.34
0241d4d5d36f10f80c644447315af0bd,PR,246,232,94.31
79ebd9a61bac3eaf882805ed4ecfa12a,PR,140,132,94.29
240b9776d844d37535668549a396af32,RJ,35,33,94.29
232a6014e7b10cba61c6c2b2ea6bb4b0,SP,35,33,94.29
5dceca129747e92ff8ef7a997dc4f8ca,SP,343,323,94.17
41b39e28db005d9731d9d485a83b4c38,SP,223,210,94.17
ceaec5548eefc6e23e6607c5435102e7,SP,206,194,94.17
537eb890efff034a88679788b647c564,RJ,171,161,94.15
f8db351d8c4c4c22c6835c19a46f01b0,SP,714,672,94.12
dfc5fb7259bb2b599ca565e6e9448f0f,SP,34,32,94.12
575df70bde3f9f2b30bf8d2e9910d725,SP,34,32,94.12
ed8cb7b190ceb6067227478e48cf8dde,SP,17,16,94.12
d06d019f72a04e5497a0b64190af170c,SP,17,16,94.12
c12b92bf1c350f3e6bf88d3596219c86,SP,17,16,94.12
bba3293d6f5d5af2f415e004e8b93ae3,SP,17,16,94.12
bb5bd94c8f59cc050072d2930c869cac,SP,17,16,94.12
87d30a6a0cbf89356e49324971ab1d24,SP,17,16,94.12
63ffcb71394dd8ea3872ed9ffda17c74,RJ,17,16,94.12
5b33b527da3c5b969cc99dc435cad09a,PR,17,16,94.12
1d503743d2526f03f0c2c89540ee008c,SP,17,16,94.12
7a67c85e85bb2ce8582c35f2203ad736,SP,1155,1087,94.11
3d871de0142ce09b7081e2b9d1733cb1,SP,1131,1064,94.08
8a32e327fe2c1b3511609d81aaf9f042,SP,169,159,94.08
fa40cc5b934574b62717c68f3d678b6d,SP,337,317,94.07
a7f13822ceb966b076af67121f87b063,SP,84,79,94.05
cc419e0650a3c5ba77189a1882b7556a,SP,1719,1616,94.01
cb3dd9ce66268c7a3ca7241ac70ab58c,SP,50,47,94.0
9b00ed88b7fdb95d6ff76e27c1b52d16,SP,50,47,94.0
25c5c91f63607446a97b143d2d535d31,MG,266,250,93.98
dbd66278cbfe1aa1000f90a217ca4695,SP,99,93,93.94
834f3294fba9f932f56edc879193f925,SP,66,62,93.94
7a241947449cc45dbfda4f9d0798d9d0,MG,66,62,93.94
